training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/binary_accuracy,training/critic/categorical_accuracy,training/critic/contrastive_loss,training/critic/logits,training/critic/logits_neg,training/critic/logits_pos,training/critic/v_max,training/critic/v_mean,training/critic/v_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/critic/binary_accuracy,validation/critic/categorical_accuracy,validation/critic/contrastive_loss,validation/critic/logits,validation/critic/logits_neg,validation/critic/logits_pos,validation/critic/v_max,validation/critic/v_mean,validation/critic/v_min,time/epoch_time,time/total_time,step
nan,nan,nan,nan,nan,nan,nan,1.0,0.99902344,0.022460938,0.0075736837,-8.398154,-8.400107,-6.400895,1.8033437,0.009928575,1.2188997e-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.99902344,0.017578125,0.007701044,-8.960854,-8.962694,-7.077973,14.719297,0.01278505,2.398585e-13,0.09994229607582092,499.7115035057068,5000
nan,nan,nan,nan,nan,nan,nan,1.0,0.99902344,0.05078125,0.0066754734,-8.526771,-8.529543,-5.6906424,2.9109647,0.013896842,8.067519e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.99902344,0.033203125,0.0068683047,-8.835718,-8.838327,-6.164916,2.1237702,0.0072338446,9.528261e-09,0.007572674512863159,537.5748836994171,10000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990244,0.05859375,0.0065684626,-8.474108,-8.476818,-5.701575,1.5342252,0.012412732,4.3875397e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.99902344,0.041992188,0.0067742304,-8.593762,-8.596461,-5.8334665,0.9302671,0.010720608,6.70511e-08,0.007587643527984619,575.5131072998047,15000
nan,nan,nan,nan,nan,nan,nan,1.0,0.99902534,0.052734375,0.006770901,-8.341148,-8.343496,-5.9403086,1.8213291,0.0110578425,9.534574e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9990063,0.028320312,0.006930193,-8.331475,-8.333797,-5.9559145,3.919511,0.014782749,1.7576582e-07,0.007583204507827759,613.4291355609894,20000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990263,0.10253906,0.0064402074,-8.980578,-8.983865,-5.618868,3.5448308,0.02504384,3.183111e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.99901676,0.052734375,0.0066338517,-9.149942,-9.153298,-5.7168026,7.103054,0.018241094,3.2026154e-10,0.007586207437515259,651.360179901123,25000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990282,0.18652344,0.0061787544,-9.428104,-9.432022,-5.4199758,20152.914,9.926236,1.1069532e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.99902153,0.109375,0.0064012925,-8.990636,-8.994272,-5.269787,21.871002,0.054536343,3.2847066e-08,0.007572439861297607,689.2223856449127,30000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990339,0.22460938,0.0068403045,-9.074782,-9.079256,-4.4981976,24.750168,0.24900106,1.84388e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.99902344,0.12109375,0.008524478,-12.349865,-12.353985,-8.134171,1.2360711,0.005589897,2.2725119e-13,0.007579381275177002,727.1192984580994,35000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990263,0.22949219,0.0059363265,-9.894295,-9.89901,-5.070694,16.511106,0.08853858,2.9026992e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9989948,0.12207031,0.0062619764,-9.980441,-9.985081,-5.234646,12.569077,0.07668316,1.813337e-08,0.007572278118133545,764.9807019233704,40000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990244,0.20117188,0.006073856,-10.136797,-10.141651,-5.1705513,34.39366,0.14957282,2.412256e-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9990158,0.125,0.0064161834,-10.028917,-10.033444,-5.3965917,2627.8228,1.7237611,9.5694126e-11,0.007582745170593262,802.8944334983826,45000
nan,nan,nan,nan,nan,nan,nan,1.0,0.99902344,0.19433594,0.006213262,-9.857588,-9.86201,-5.3338346,153.4023,0.1952798,1.06971584e-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9989853,0.13964844,0.0063780416,-9.762152,-9.766491,-5.3232217,74.51112,0.12359437,1.3645955e-07,0.00757547926902771,840.771835565567,50000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990282,0.25976562,0.005704242,-10.743704,-10.749533,-4.782399,42.386078,0.24509653,4.163659e-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9990034,0.15429688,0.0061945594,-10.244583,-10.249622,-5.09128,48.721058,0.13653384,7.7657963e-10,0.0075778059482574465,878.6608712673187,55000
nan,nan,nan,nan,nan,nan,nan,1.0,0.99903774,0.25878906,0.0057960995,-9.913984,-9.919006,-4.775022,542.07245,0.5704643,2.8477398e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9990082,0.15234375,0.0061937002,-9.744782,-9.749288,-5.1359224,81.96466,0.15103325,2.4939195e-13,0.007577846813201904,916.5501117706299,60000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990263,0.1796875,0.0074739093,-11.807499,-11.81295,-6.2302494,123989.95,122.67546,1.3477741e-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9989462,0.11328125,0.008033871,-11.954962,-11.959982,-6.818927,217189.94,201.9795,4.8568705e-12,0.007582394027709961,954.4620876312256,65000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990387,0.296875,0.0052755517,-11.437219,-11.444111,-4.3865204,22.177805,0.19024363,1.6291963e-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9989567,0.17675781,0.005685134,-11.138135,-11.144602,-4.5226645,23.247915,0.14191404,3.0519334e-09,0.0075762948036193845,992.3435685634613,70000
nan,nan,nan,nan,nan,nan,nan,1.0,0.99902534,0.3173828,0.005205171,-11.517385,-11.524415,-4.325912,12.970245,0.19490777,1.3399934e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.99887276,0.20507812,0.0056592403,-11.183743,-11.19035,-4.4254613,27.610518,0.21327654,4.0273022e-08,0.007573513126373291,1030.2111415863037,75000
nan,nan,nan,nan,nan,nan,nan,1.0,0.9990959,0.37597656,0.004590613,-12.025305,-12.033496,-3.646051,77.69211,0.5593829,5.59811e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.99873924,0.23242188,0.005622028,-11.433262,-11.440833,-3.6872725,265.33435,0.9251816,5.886415e-09,0.007575701427459717,1068.0896558761597,80000
nan,nan,nan,nan,nan,nan,nan,1.0,0.99917793,0.5341797,0.0035688,-12.545239,-12.555196,-2.3602438,46.626064,1.1137787,3.7951096e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9985447,0.3046875,0.0053578867,-12.027004,-12.036165,-2.6549911,135.835,1.7784595,1.0042507e-08,0.007579358053207397,1105.9864518642426,85000
nan,nan,nan,nan,nan,nan,nan,1.0,0.99917984,0.53515625,0.0033796337,-12.708645,-12.718861,-2.2571764,73.833405,1.1313798,5.501783e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9984875,0.29589844,0.0054227235,-12.488062,-12.497647,-2.6820753,313.99478,2.1425676,1.17875745e-08,0.007572393941879273,1143.8484275341034,90000
