training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/binary_accuracy,training/critic/categorical_accuracy,training/critic/contrastive_loss,training/critic/logits,training/critic/logits_neg,training/critic/logits_pos,training/critic/v_max,training/critic/v_mean,training/critic/v_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/critic/binary_accuracy,validation/critic/categorical_accuracy,validation/critic/contrastive_loss,validation/critic/logits,validation/critic/logits_neg,validation/critic/logits_pos,validation/critic/v_max,validation/critic/v_mean,validation/critic/v_min,time/epoch_time,time/total_time,step
1.7813509,-7.813511,0.7813511,0.11550063,5.987444,0.9999998,-5.987444,1.0,0.99902534,0.12890625,0.0056551183,-11.395494,-11.401807,-4.938611,2.0861106,0.057728644,7.3508227e-07,0.01706703,-0.013439329,0.34328273,1.768065,-7.8330703,0.783307,0.12039055,5.385439,0.98475796,-5.3033547,1.0,0.9983101,0.040039062,0.007011964,-11.370499,-11.377506,-4.2020607,9.419239,0.24280766,4.552416e-06,0.06739040484428406,336.95203709602356,5000
1.7661071,-7.7348228,0.7734823,0.095828645,5.554925,0.99262476,-5.513957,1.0,0.99902725,0.15039062,0.0052639,-10.925387,-10.931904,-4.258423,6.4116683,0.1730966,7.755126e-06,0.010775508,-0.016758598,0.29264018,1.7322133,-7.7732344,0.77732337,0.105431445,5.598135,0.95488983,-5.345603,1.0,0.9972973,0.057617188,0.008863635,-10.7962475,-10.802839,-4.0534687,213.73431,1.8439951,2.3709443e-05,0.00200542631149292,346.97917461395264,10000
1.7641215,-7.715461,0.7715461,0.09098825,5.396025,0.9925754,-5.355963,1.0,0.99901676,0.16015625,0.00507263,-10.660909,-10.667369,-4.051074,4.2700315,0.18721323,9.403214e-06,0.014312638,-0.022150833,0.26769474,1.718729,-7.7698317,0.7769832,0.10458094,5.51503,0.9417458,-5.193757,1.0,0.9973955,0.053710938,0.0086683715,-10.475777,-10.482268,-3.835269,44.453316,0.9135572,1.4280109e-05,0.002012485933303833,357.0416100025177,15000
1.7557216,-7.682126,0.7682126,0.08265449,5.5657573,0.9875089,-5.496236,1.0,0.9990349,0.15429688,0.0051223254,-10.351374,-10.357452,-4.131706,14.147242,0.22229254,2.7250428e-06,0.015026614,-0.0110429935,0.19545248,1.698685,-7.7629395,0.776294,0.10285792,5.393681,0.92239106,-4.975084,1.0,0.9964371,0.056640625,0.010798741,-10.363887,-10.370503,-3.5944805,333.3119,2.816404,4.659845e-06,0.0020121439933776858,367.1023359298706,20000
1.7543955,-7.663864,0.7663865,0.07808909,5.2083135,0.988009,-5.145861,1.0,0.9990282,0.19726562,0.004874462,-10.760096,-10.766826,-3.8756716,9.197191,0.24376859,3.3217311e-06,0.016021585,-0.011362604,0.20966566,1.7344618,-7.766042,0.77660424,0.103633545,5.581195,0.9578576,-5.345991,1.0,0.9969654,0.056640625,0.008656536,-10.657192,-10.663952,-3.7413926,94.28417,0.95167303,1.2637191e-06,0.002008412790298462,377.14440536499023,25000
1.7574872,-7.6801424,0.7680142,0.08215855,5.423728,0.989473,-5.3666334,1.0,0.9990349,0.18359375,0.0048845992,-10.742971,-10.7496195,-3.9419444,7.434637,0.23445097,2.5472518e-05,0.011757129,-0.015231686,0.2203433,1.7295947,-7.749191,0.77491915,0.099420704,5.712063,0.9546756,-5.453168,1.0,0.99700165,0.0703125,0.008377822,-10.586901,-10.5935135,-3.821815,123.142136,0.92119324,1.0733978e-06,0.002015304756164551,387.2209358215332,30000
1.7601933,-7.6749787,0.7674979,0.08086762,5.5229316,0.9926955,-5.48259,1.0,0.9990301,0.18945312,0.0048581483,-10.751047,-10.757679,-3.9658368,13.200552,0.20057493,1.52302355e-05,0.015014229,-0.011945895,0.22137623,1.7331185,-7.7499127,0.7749913,0.09960111,5.6434793,0.95812726,-5.407172,1.0,0.9967623,0.0546875,0.009028567,-10.77874,-10.785578,-3.7834258,48.756126,0.7259878,2.334185e-06,0.0020079648017883303,397.2607653141022,35000
1.7575088,-7.6770716,0.7677072,0.08139093,5.4743495,0.9898015,-5.4185205,1.0,0.999033,0.19042969,0.004794267,-10.841623,-10.848443,-3.8652134,6.61951,0.23582025,1.3923102e-05,0.015314009,-0.016706692,0.24414037,1.7490586,-7.736782,0.7736782,0.09631849,5.639779,0.9753804,-5.500931,1.0,0.9973917,0.05078125,0.008024214,-10.901273,-10.90819,-3.8247948,30.887867,0.5328827,7.819278e-07,0.0020127063274383546,407.32430267333984,40000
1.7571077,-7.680446,0.7680446,0.08223447,5.2797174,0.9890632,-5.2219753,1.0,0.9990387,0.20703125,0.004750284,-10.899828,-10.906778,-3.7899458,7.1980233,0.24849907,1.1415777e-05,0.019886771,-0.019735303,0.21862707,1.7491606,-7.750867,0.77508664,0.099839576,5.735201,0.974074,-5.586511,1.0,0.9977827,0.061523438,0.007610592,-10.797684,-10.804397,-3.9305997,39.06908,0.7124404,3.019244e-07,0.00202195930480957,417.4341049194336,45000
1.7574916,-7.6563187,0.76563185,0.076202676,5.353318,0.9918598,-5.309742,1.0,0.999032,0.21191406,0.0047505735,-10.775043,-10.781896,-3.7643683,7.113874,0.22402537,3.1056526e-05,0.01243264,-0.016388696,0.2248143,1.7475619,-7.7098064,0.77098066,0.08957459,5.689647,0.97658134,-5.556404,1.0,0.9977846,0.06738281,0.007797069,-10.927263,-10.934168,-3.8641512,28.489565,0.61064535,5.5237666e-07,0.0020112334251403807,427.4902780056,50000
1.756464,-7.653578,0.76535773,0.07551739,5.3763423,0.9911063,-5.3285275,1.0,0.9990511,0.21484375,0.0046366276,-10.92561,-10.932742,-3.6290889,11.427937,0.26410612,1.3956337e-05,0.026494164,-0.019885883,0.22729856,1.7558241,-7.7492733,0.77492726,0.09944121,5.733344,0.9808968,-5.62382,1.0,0.99767494,0.06347656,0.007458918,-10.97912,-10.986065,-3.8749342,77.65392,0.60676205,9.0458235e-07,0.0020144630432128905,437.5625989437103,55000
1.7511759,-7.6375804,0.76375806,0.07151807,5.358037,0.9874179,-5.2906227,1.0,0.9990463,0.20996094,0.0046864436,-10.97322,-10.980324,-3.7054029,8.777211,0.2894413,9.91478e-07,0.015178394,-0.012693794,0.21787934,1.7571537,-7.7498116,0.7749812,0.09957591,5.7499247,0.98217255,-5.647419,1.0,0.9972124,0.0703125,0.007819006,-11.0226345,-11.0296335,-3.86157,40.91358,0.57972485,1.0249122e-07,0.002014167928695679,447.63344407081604,60000
1.7586555,-7.6543345,0.7654335,0.075706676,5.4682436,0.99322206,-5.4311814,1.0,0.99903965,0.22949219,0.0046747047,-11.074693,-11.081829,-3.7733126,5.2922807,0.20552611,5.4199577e-06,0.028409494,-0.022018107,0.2751586,1.7559175,-7.7231894,0.77231896,0.09292029,5.9211073,0.9835986,-5.8239937,1.0,0.9980402,0.068359375,0.007468788,-11.08194,-11.088818,-4.0463476,34.18033,0.41615102,7.681756e-09,0.0020095759868621827,457.6813294887543,65000
1.7566547,-7.6610155,0.7661015,0.07737675,5.525941,0.9905532,-5.4737396,1.0,0.99905205,0.20996094,0.004705394,-11.024847,-11.03199,-3.7176034,14.789828,0.27766547,9.447023e-06,0.022010647,-0.013944027,0.22812735,1.7600633,-7.7494526,0.77494526,0.09948611,5.8701916,0.98511803,-5.7828326,1.0,0.9979582,0.0703125,0.0075396616,-11.21777,-11.224801,-4.0247717,53.778973,0.48125884,1.4777228e-07,0.002006904745101929,467.7158591747284,70000
1.7527485,-7.6655293,0.7665529,0.07850532,5.2540035,0.9861955,-5.1814756,1.0,0.99903774,0.21484375,0.0047381595,-11.063797,-11.070983,-3.713551,7.54827,0.26874095,3.741492e-08,0.018723138,-0.01827663,0.25510502,1.7495837,-7.7326527,0.7732653,0.09528626,5.958635,0.97631836,-5.817526,1.0,0.9976673,0.07421875,0.0078144865,-11.096241,-11.103283,-3.8926115,62.17517,0.76889765,2.5065011e-08,0.0020212445735931397,477.8220875263214,75000
